Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Player Link_,Player ID_,Competition
461,Pietro Comuzzo,ITA,"DF,FW",Fiorentina,it Serie A,18-322,2005,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,https://fbref.com/en/players/5e3ecc35/Pietro-Comuzzo,5e3ecc35,Big 5 combined
462,Andrea Consigli,ITA,GK,Sassuolo,it Serie A,36-346,1987,17.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.06,0.00,0.06,0.00,0.00,0.71,0.00,https://fbref.com/en/players/8cabdc1e/Andrea-Consigli,8cabdc1e,Big 5 combined
463,Bambasé Conté,GER,"FW,MF",Hoffenheim,de Bundesliga,20-185,2003,0.0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,https://fbref.com/en/players/33b38f49/Bambase-Conte,33b38f49,Big 5 combined
464,Nikita Contini Baranovsky,ITA,GK,Napoli,it Serie A,27-232,1996,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,https://fbref.com/en/players/e95069bb/Nikita-Contini-Baranovsky,e95069bb,Big 5 combined
465,Lewis Cook,ENG,MF,Bournemouth,eng Premier League,26-339,1997,12.1,1.98,1.49,0.99,0.99,0.00,1.16,2.15,53.8,0.99,0.74,0.41,0.33,2.64,4.63,1.32,0.00,https://fbref.com/en/players/2afc7272/Lewis-Cook,2afc7272,Big 5 combined
466,Copete,ESP,DF,Mallorca,es La Liga,24-090,1999,6.1,2.62,1.31,2.13,0.49,0.00,1.80,2.46,73.3,0.66,0.82,0.49,0.33,1.15,3.77,3.93,0.16,https://fbref.com/en/players/0f26ffd7/Copete,0f26ffd7,Big 5 combined
467,Diego Coppola,ITA,DF,Hellas Verona,it Serie A,20-011,2003,6.1,2.30,1.31,1.48,0.66,0.16,1.31,2.13,61.5,0.82,1.48,0.49,0.98,1.48,3.77,5.90,0.16,https://fbref.com/en/players/22ae86f9/Diego-Coppola,22ae86f9,Big 5 combined
468,Francis Coquelin,FRA,MF,Villarreal,es La Liga,32-240,1991,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.50,0.00,2.50,2.50,2.50,5.00,0.00,https://fbref.com/en/players/a6951bf8/Francis-Coquelin,a6951bf8,Big 5 combined
469,Tommaso Corazza,ITA,DF,Bologna,it Serie A,19-193,2004,1.6,5.00,1.88,4.38,0.63,0.00,1.88,4.38,42.9,2.50,1.25,0.00,1.25,2.50,7.50,1.25,0.00,https://fbref.com/en/players/c1b9b13c/Tommaso-Corazza,c1b9b13c,Big 5 combined
470,Jeppe Corfitzen,DEN,FW,Lecce,it Serie A,19-010,2004,0.1,10.0,0.00,0.00,10.0,0.00,10.0,10.0,100.0,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,https://fbref.com/en/players/3f7e5a98/Jeppe-Corfitzen,3f7e5a98,Big 5 combined
471,Jack Cork,ENG,MF,Burnley,eng Premier League,34-197,1989,0.2,5.00,0.00,0.00,5.00,0.00,5.00,15.0,33.3,10.0,0.00,0.00,0.00,0.00,5.00,0.00,0.00,https://fbref.com/en/players/74e12f1e/Jack-Cork,74e12f1e,Big 5 combined
472,Maxwel Cornet,CIV,MF,West Ham,eng Premier League,27-103,1996,0.0,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,https://fbref.com/en/players/beb391dd/Maxwel-Cornet,beb391dd,Big 5 combined
473,Jesús Corona,MEX,"MF,DF",Sevilla,es La Liga,31-002,1993,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,https://fbref.com/en/players/fb938d24/Jesus-Corona,fb938d24,Big 5 combined
474,Ángel Correa,ARG,"FW,MF",Atlético Madrid,es La Liga,28-305,1995,6.2,0.97,0.65,0.32,0.48,0.16,0.16,1.29,12.5,1.13,0.97,0.00,0.97,0.16,1.13,0.00,0.00,https://fbref.com/en/players/01eb744d/Angel-Correa,01eb744d,Big 5 combined
475,Joaquín Correa,ARG,"FW,MF",Marseille,fr Ligue 1,29-148,1994,3.8,1.05,0.79,0.53,0.26,0.26,0.00,1.84,0.0,1.84,0.53,0.00,0.53,0.26,1.32,0.26,0.00,https://fbref.com/en/players/45b9b619/Joaquin-Correa,45b9b619,Big 5 combined
476,Thierry Correia,POR,DF,Valencia,es La Liga,24-305,1999,15.3,2.75,1.76,1.70,0.85,0.20,1.50,2.61,57.5,1.11,1.31,0.46,0.85,1.76,4.51,2.75,0.00,https://fbref.com/en/players/c78b352d/Thierry-Correia,c78b352d,Big 5 combined
477,Oscar Cortés,COL,"FW,MF",Lens,fr Ligue 1,20-036,2003,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/d2c12fe0/Oscar-Cortes,d2c12fe0,Big 5 combined
478,Danny da Costa,GER,DF,Mainz 05,de Bundesliga,30-179,1993,8.1,1.85,0.86,0.86,0.74,0.25,0.74,1.98,37.5,1.23,1.73,0.37,1.36,1.73,3.58,2.47,0.00,https://fbref.com/en/players/5ddb8f9f/Danny-da-Costa,5ddb8f9f,Big 5 combined
479,David Pereira da Costa,POR,MF,Lens,fr Ligue 1,23-003,2001,3.1,1.94,1.29,0.32,1.61,0.00,0.97,1.61,60.0,0.65,1.94,0.32,1.61,1.29,3.23,2.26,0.00,https://fbref.com/en/players/59948ef7/David-Pereira-da-Costa,59948ef7,Big 5 combined
480,Jaume Costa,ESP,DF,Mallorca,es La Liga,35-296,1988,10.6,2.45,1.51,1.60,0.47,0.38,1.51,2.08,72.7,0.57,0.94,0.19,0.75,0.85,3.30,1.51,0.00,https://fbref.com/en/players/808d48f3/Jaume-Costa,808d48f3,Big 5 combined
481,Logan Costa,CPV,DF,Toulouse,fr Ligue 1,22-282,2001,16.1,1.49,0.99,1.06,0.43,0.00,0.50,0.87,57.1,0.37,1.80,1.06,0.75,0.62,2.11,4.66,0.00,https://fbref.com/en/players/bfb2056e/Logan-Costa,bfb2056e,Big 5 combined
482,Samu Costa,POR,MF,Mallorca,es La Liga,23-042,2000,16.6,3.55,1.93,1.39,2.05,0.12,1.87,3.67,50.8,1.81,1.33,0.60,0.72,1.51,5.06,2.53,0.18,https://fbref.com/en/players/76c2a023/Samu-Costa,76c2a023,Big 5 combined
483,Benoît Costil,FRA,GK,Salernitana,it Serie A,36-189,1987,8.0,0.13,0.13,0.13,0.00,0.00,0.13,0.25,50.0,0.13,0.00,0.00,0.00,0.00,0.13,0.50,0.13,https://fbref.com/en/players/2434f24a/Benoit-Costil,2434f24a,Big 5 combined
484,Vladimír Coufal,CZE,DF,West Ham,eng Premier League,31-139,1992,18.9,2.22,1.59,1.75,0.37,0.11,1.32,2.38,55.6,1.06,1.16,0.42,0.74,1.38,3.60,3.12,0.00,https://fbref.com/en/players/fdf3cb77/Vladimir-Coufal,fdf3cb77,Big 5 combined
485,Lassana Coulibaly,MLI,MF,Salernitana,it Serie A,27-273,1996,12.2,2.38,1.80,1.15,0.90,0.33,1.31,2.30,57.1,0.98,1.15,0.16,0.98,0.74,3.11,1.48,0.00,https://fbref.com/en/players/85a44ecc/Lassana-Coulibaly,85a44ecc,Big 5 combined
486,Mamadou Coulibaly,SEN,DF,Salernitana,it Serie A,24-339,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/players/c976160c/Mamadou-Coulibaly,c976160c,Big 5 combined
487,Tanguy Coulibaly,FRA,FW,Montpellier,fr Ligue 1,22-324,2001,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,8.00,0.00,8.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/05ba9d7c/Tanguy-Coulibaly,05ba9d7c,Big 5 combined
488,Philippe Coutinho,BRA,"MF,FW",Aston Villa,eng Premier League,31-210,1992,0.3,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.0,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0ef89a37/Philippe-Coutinho,0ef89a37,Big 5 combined
489,Yan Couto,BRA,"DF,MF",Girona,es La Liga,21-219,2002,12.2,1.80,1.23,0.90,0.66,0.25,0.98,1.72,57.1,0.74,0.90,0.16,0.74,0.33,2.13,1.56,0.08,https://fbref.com/en/players/1944818c/Yan-Couto,1944818c,Big 5 combined
490,Nicolas Cozza,FRA,DF,Wolfsburg,de Bundesliga,25-000,1999,2.4,2.92,2.08,1.25,1.67,0.00,0.83,2.92,28.6,2.08,0.83,0.00,0.83,1.67,4.58,1.25,0.00,https://fbref.com/en/players/8f325097/Nicolas-Cozza,8f325097,Big 5 combined
491,Alessio Cragno,ITA,GK,Sassuolo,it Serie A,29-194,1994,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,https://fbref.com/en/players/f554e29b/Alessio-Cragno,f554e29b,Big 5 combined
492,Aaron Cresswell,ENG,DF,West Ham,eng Premier League,34-024,1989,1.4,0.71,0.00,0.71,0.00,0.00,0.71,0.71,100.0,0.00,1.43,0.71,0.71,0.00,0.71,2.14,0.00,https://fbref.com/en/players/4f974391/Aaron-Cresswell,4f974391,Big 5 combined
493,Bryan Cristante,ITA,"MF,DF",Roma,it Serie A,28-311,1995,19.0,2.00,1.16,0.95,0.79,0.26,0.79,1.42,55.6,0.63,0.89,0.21,0.68,0.79,2.79,1.84,0.05,https://fbref.com/en/players/16657b95/Bryan-Cristante,16657b95,Big 5 combined
494,Juan Cruz Armada,ESP,DF,Osasuna,es La Liga,31-164,1992,11.2,1.25,0.63,0.71,0.45,0.09,0.63,0.80,77.8,0.18,0.80,0.54,0.27,0.45,1.70,2.05,0.00,https://fbref.com/en/players/a56da3ba/Juan-Cruz-Armada,a56da3ba,Big 5 combined
495,Juan Cruz,ARG,"FW,MF",Hellas Verona,it Serie A,24-173,1999,0.9,1.11,1.11,0.00,0.00,1.11,0.00,0.00,,0.00,0.00,0.00,0.00,1.11,2.22,0.00,0.00,https://fbref.com/en/players/72f5b81f/Juan-Cruz,72f5b81f,Big 5 combined
496,Juan Cruz,ESP,FW,Betis,es La Liga,23-258,2000,0.8,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.0,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/cc2dd8a5/Juan-Cruz,cc2dd8a5,Big 5 combined
497,Juan Cuadrado,COL,DF,Inter,it Serie A,35-227,1988,1.7,1.76,1.76,0.59,1.18,0.00,1.18,1.76,66.7,0.59,2.94,0.59,2.35,0.00,1.76,0.59,0.00,https://fbref.com/en/players/0ab1f153/Juan-Cuadrado,0ab1f153,Big 5 combined
498,Marc Cucurella,ESP,DF,Chelsea,eng Premier League,25-170,1998,7.8,3.46,2.18,1.92,1.28,0.26,2.05,3.46,59.3,1.41,2.18,0.64,1.54,1.54,5.00,2.82,0.00,https://fbref.com/en/players/1daec722/Marc-Cucurella,1daec722,Big 5 combined
499,Jorge Cuenca,ESP,DF,Villarreal,es La Liga,24-052,1999,10.9,1.65,1.28,1.28,0.18,0.18,0.83,1.01,81.8,0.18,1.74,1.01,0.73,1.10,2.75,5.41,0.00,https://fbref.com/en/players/0abc51f2/Jorge-Cuenca,0abc51f2,Big 5 combined
500,Josh Cullen,IRL,MF,Burnley,eng Premier League,27-276,1996,9.4,1.70,1.17,0.85,0.74,0.11,0.96,1.70,56.3,0.74,1.49,0.74,0.74,0.74,2.45,1.17,0.00,https://fbref.com/en/players/f6d7d690/Josh-Cullen,f6d7d690,Big 5 combined
501,Matheus Cunha,BRA,FW,Wolves,eng Premier League,24-226,1999,18.6,1.18,0.54,0.27,0.75,0.16,0.48,1.45,33.3,0.97,1.08,0.32,0.75,0.65,1.83,0.75,0.05,https://fbref.com/en/players/dc62b55d/Matheus-Cunha,dc62b55d,Big 5 combined
502,Marvin Cuni,ALB,FW,Frosinone,it Serie A,22-182,2001,5.2,0.96,0.58,0.19,0.38,0.38,0.58,0.77,75.0,0.19,1.73,0.19,1.54,0.19,1.15,0.00,0.00,https://fbref.com/en/players/1d45fd81/Marvin-Cuni,1d45fd81,Big 5 combined
503,Eric Curbelo,ESP,DF,Las Palmas,es La Liga,29-359,1994,1.0,2.00,1.00,1.00,1.00,0.00,1.00,2.00,50.0,1.00,3.00,1.00,2.00,2.00,4.00,5.00,1.00,https://fbref.com/en/players/34e39a18/Eric-Curbelo,34e39a18,Big 5 combined
504,Tomáš Čvančara,CZE,FW,M'Gladbach,de Bundesliga,23-148,2000,7.1,0.28,0.28,0.00,0.28,0.00,0.00,0.14,0.0,0.14,0.42,0.14,0.28,0.00,0.28,1.13,0.00,https://fbref.com/en/players/298c8aa1/Tomas-Cvancara,298c8aa1,Big 5 combined
505,Danilo D'Ambrosio,ITA,DF,Monza,it Serie A,35-121,1988,11.9,3.53,2.27,2.18,1.18,0.17,1.68,2.52,66.7,0.84,1.51,0.92,0.59,0.76,4.29,1.68,0.00,https://fbref.com/en/players/44eb9093/Danilo-DAmbrosio,44eb9093,Big 5 combined
506,Finn Dahmen,GER,GK,Augsburg,de Bundesliga,25-287,1998,16.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.19,https://fbref.com/en/players/dee3013b/Finn-Dahmen,dee3013b,Big 5 combined
507,Mahmoud Dahoud,GER,MF,Brighton,eng Premier League,28-007,1996,5.0,1.80,0.80,0.40,0.80,0.60,0.60,1.80,33.3,1.20,0.80,0.20,0.60,0.20,2.00,1.00,0.00,https://fbref.com/en/players/db4ed67b/Mahmoud-Dahoud,db4ed67b,Big 5 combined
508,Ameen Al-Dakhil,BEL,DF,Burnley,eng Premier League,21-308,2002,9.7,0.93,0.41,0.31,0.52,0.10,0.10,0.93,11.1,0.82,0.72,0.41,0.31,0.82,1.75,3.20,0.21,https://fbref.com/en/players/93e08bce/Ameen-Al-Dakhil,93e08bce,Big 5 combined
509,Thijs Dallinga,NED,FW,Toulouse,fr Ligue 1,23-158,2000,12.0,1.17,0.42,0.25,0.42,0.50,0.33,0.67,50.0,0.33,0.58,0.17,0.42,0.17,1.33,1.50,0.00,https://fbref.com/en/players/b70afb45/Thijs-Dallinga,b70afb45,Big 5 combined
510,Diogo Dalot,POR,DF,Manchester Utd,eng Premier League,24-296,1999,17.3,2.20,1.33,1.56,0.35,0.29,1.45,1.79,80.6,0.35,0.75,0.23,0.52,1.04,3.24,3.41,0.00,https://fbref.com/en/players/d9565625/Diogo-Dalot,d9565625,Big 5 combined
511,Mikkel Damsgaard,DEN,MF,Brentford,eng Premier League,23-189,2000,2.6,3.46,1.15,1.92,0.77,0.77,1.92,5.38,35.7,3.46,2.69,0.38,2.31,1.15,4.62,0.77,0.38,https://fbref.com/en/players/215f3907/Mikkel-Damsgaard,215f3907,Big 5 combined
512,Flavius Daniliuc,AUT,DF,Salernitana,it Serie A,22-256,2001,7.1,2.25,1.27,1.41,0.56,0.28,1.13,2.54,44.4,1.41,1.69,0.56,1.13,0.99,3.24,1.97,0.00,https://fbref.com/en/players/7ef972c3/Flavius-Daniliuc,7ef972c3,Big 5 combined
513,Danilo,BRA,"MF,FW",Nott'ham Forest,eng Premier League,22-254,2001,7.3,1.23,0.41,0.82,0.41,0.00,0.68,2.19,31.3,1.51,0.82,0.14,0.68,1.78,3.01,1.37,0.00,https://fbref.com/en/players/a816dbfb/Danilo,a816dbfb,Big 5 combined
514,Danilo,BRA,DF,Juventus,it Serie A,32-177,1991,13.2,1.89,1.29,1.14,0.68,0.08,0.91,1.44,63.2,0.53,1.06,0.53,0.53,1.59,3.48,3.94,0.00,https://fbref.com/en/players/94b2001f/Danilo,94b2001f,Big 5 combined
515,Arnaut Danjuma,NED,"MF,FW",Everton,eng Premier League,26-342,1997,4.9,0.61,0.41,0.41,0.20,0.00,0.20,0.41,50.0,0.20,0.61,0.00,0.61,0.41,1.02,0.00,0.00,https://fbref.com/en/players/f08490a6/Arnaut-Danjuma,f08490a6,Big 5 combined
516,Kevin Danso,AUT,DF,Lens,fr Ligue 1,25-111,1998,15.0,0.80,0.53,0.33,0.47,0.00,0.67,1.13,58.8,0.47,1.53,1.00,0.53,0.80,1.60,3.93,0.07,https://fbref.com/en/players/6e33125f/Kevin-Danso,6e33125f,Big 5 combined
517,Dante,BRA,DF,Nice,fr Ligue 1,40-082,1983,17.0,1.59,0.82,1.24,0.35,0.00,0.94,1.18,80.0,0.24,1.35,0.65,0.71,1.00,2.59,2.71,0.00,https://fbref.com/en/players/fd2bc67d/Dante,fd2bc67d,Big 5 combined
518,Mohammed Daramy,DEN,"FW,MF",Reims,fr Ligue 1,22-001,2002,11.2,0.18,0.18,0.09,0.09,0.00,0.18,0.80,22.2,0.63,0.36,0.09,0.27,0.36,0.54,0.27,0.00,https://fbref.com/en/players/06a1d642/Mohammed-Daramy,06a1d642,Big 5 combined
519,Sergi Darder,ESP,"MF,FW",Mallorca,es La Liga,30-017,1993,12.6,1.98,1.43,0.48,1.19,0.32,0.48,1.43,33.3,0.95,0.87,0.08,0.79,0.79,2.78,0.40,0.00,https://fbref.com/en/players/070a3904/Sergi-Darder,070a3904,Big 5 combined
520,Achraf Dari,MAR,"DF,FW",Brest,fr Ligue 1,24-247,1999,1.3,0.77,0.77,0.77,0.00,0.00,0.00,1.54,0.0,1.54,1.54,0.00,1.54,3.85,4.62,6.92,0.77,https://fbref.com/en/players/5069b796/Achraf-Dari,5069b796,Big 5 combined
521,Matteo Darmian,ITA,DF,Inter,it Serie A,34-037,1989,15.3,1.83,0.85,1.05,0.59,0.20,0.72,2.03,35.5,1.31,1.18,0.46,0.72,0.59,2.42,2.09,0.00,https://fbref.com/en/players/96e0490d/Matteo-Darmian,96e0490d,Big 5 combined
522,Lukas Daschner,GER,"MF,FW",Bochum,de Bundesliga,25-099,1998,3.4,1.47,0.88,0.59,0.59,0.29,0.88,2.06,42.9,1.18,1.47,0.00,1.47,0.59,2.06,0.29,0.00,https://fbref.com/en/players/93a8c4f9/Lukas-Daschner,93a8c4f9,Big 5 combined
523,Josh Dasilva,ENG,MF,Brentford,eng Premier League,25-077,1998,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/60344e4f/Josh-Dasilva,60344e4f,Big 5 combined
524,David Datro Fofana,CIV,"FW,MF",Union Berlin,de Bundesliga,21-017,2002,7.6,1.32,0.92,0.39,0.66,0.26,0.53,1.18,44.4,0.66,0.53,0.00,0.53,0.00,1.32,0.66,0.00,https://fbref.com/en/players/e82900ef/David-Datro-Fofana,e82900ef,Big 5 combined
525,Jonathan David,CAN,FW,Lille,fr Ligue 1,23-359,2000,13.7,0.73,0.58,0.07,0.44,0.22,0.29,1.02,28.6,0.73,0.44,0.00,0.44,0.22,0.95,0.00,0.00,https://fbref.com/en/players/ce50fd99/Jonathan-David,ce50fd99,Big 5 combined
526,Alphonso Davies,CAN,DF,Bayern Munich,de Bundesliga,23-067,2000,12.1,1.74,0.99,0.99,0.74,0.00,0.91,1.82,50.0,0.91,1.40,0.08,1.32,0.91,2.64,1.90,0.08,https://fbref.com/en/players/d781d855/Alphonso-Davies,d781d855,Big 5 combined
527,Ben Davies,WAL,DF,Tottenham,eng Premier League,30-259,1993,10.0,1.90,1.50,1.10,0.60,0.20,1.30,1.50,86.7,0.20,1.60,1.40,0.20,0.90,2.80,3.20,0.00,https://fbref.com/en/players/44781702/Ben-Davies,44781702,Big 5 combined
528,Tom Davies,ENG,MF,Sheffield Utd,eng Premier League,25-192,1998,0.7,5.71,2.86,2.86,2.86,0.00,1.43,4.29,33.3,2.86,0.00,0.00,0.00,2.86,8.57,2.86,1.43,https://fbref.com/en/players/9228b07c/Tom-Davies,9228b07c,Big 5 combined
529,Keinan Davis,ENG,FW,Udinese,it Serie A,25-329,1998,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9deaf2c8/Keinan-Davis,9deaf2c8,Big 5 combined
530,Paweł Dawidowicz,POL,DF,Hellas Verona,it Serie A,28-233,1995,11.1,2.34,1.53,1.53,0.81,0.00,0.72,1.35,53.3,0.63,0.63,0.36,0.27,0.99,3.33,5.32,0.00,https://fbref.com/en/players/16bb656a/Pawel-Dawidowicz,16bb656a,Big 5 combined
531,Craig Dawson,ENG,DF,Wolves,eng Premier League,33-247,1990,17.5,1.49,0.97,1.14,0.29,0.06,1.09,1.49,73.1,0.40,1.83,1.43,0.40,0.69,2.17,4.74,0.06,https://fbref.com/en/players/3e9e06cb/Craig-Dawson,3e9e06cb,Big 5 combined
532,Kevin De Bruyne,BEL,MF,Manchester City,eng Premier League,32-194,1991,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e46012d4/Kevin-De-Bruyne,e46012d4,Big 5 combined
533,Charles De Ketelaere,BEL,FW,Atalanta,it Serie A,22-304,2001,10.3,1.36,0.87,0.19,0.39,0.78,0.10,0.68,14.3,0.58,1.07,0.10,0.97,0.19,1.55,0.19,0.00,https://fbref.com/en/players/2ef7c612/Charles-De-Ketelaere,2ef7c612,Big 5 combined
534,Rodrigo De Paul,ARG,MF,Atlético Madrid,es La Liga,29-229,1994,11.2,1.79,1.16,0.45,0.98,0.36,0.80,1.79,45.0,0.98,1.07,0.09,0.98,0.45,2.23,0.71,0.00,https://fbref.com/en/players/162efffd/Rodrigo-De-Paul,162efffd,Big 5 combined
535,Lorenzo De Silvestri,ITA,DF,Bologna,it Serie A,35-230,1988,4.9,0.82,0.61,0.61,0.00,0.20,0.41,0.61,66.7,0.20,1.22,0.61,0.61,1.02,1.84,2.86,0.00,https://fbref.com/en/players/e74f0e59/Lorenzo-De-Silvestri,e74f0e59,Big 5 combined
536,Thibault De Smet,BEL,"DF,FW",Reims,fr Ligue 1,25-217,1998,12.6,2.86,1.75,1.59,1.03,0.24,1.67,3.02,55.3,1.35,1.11,0.16,0.95,1.11,3.97,2.62,0.00,https://fbref.com/en/players/5fdcb075/Thibault-De-Smet,5fdcb075,Big 5 combined
537,Koni De Winter,BEL,DF,Genoa,it Serie A,21-210,2002,11.5,1.57,1.22,1.04,0.52,0.00,0.70,1.04,66.7,0.35,1.30,0.17,1.13,1.04,2.61,2.61,0.00,https://fbref.com/en/players/f4797849/Koni-De-Winter,f4797849,Big 5 combined
538,Grégoire Defrel,MTQ,"FW,MF",Sassuolo,it Serie A,32-205,1991,2.7,1.48,0.37,0.00,1.11,0.37,0.37,0.74,50.0,0.37,0.37,0.00,0.37,0.37,1.85,1.11,0.00,https://fbref.com/en/players/854ee61a/Gregoire-Defrel,854ee61a,Big 5 combined
539,Alessandro Deiola,ITA,MF,Cagliari,it Serie A,28-160,1995,5.5,1.82,1.27,0.91,0.73,0.18,1.27,3.64,35.0,2.36,1.09,0.36,0.73,0.36,2.18,0.73,0.00,https://fbref.com/en/players/7f267d66/Alessandro-Deiola,7f267d66,Big 5 combined
540,Romain Del Castillo,FRA,FW,Brest,fr Ligue 1,27-285,1996,15.1,1.19,0.99,0.40,0.40,0.40,0.40,1.99,20.0,1.59,0.99,0.00,0.99,0.33,1.52,0.20,0.00,https://fbref.com/en/players/0be95d34/Romain-Del-Castillo,0be95d34,Big 5 combined
541,Thomas Delaine,FRA,"DF,MF",Strasbourg,fr Ligue 1,31-290,1992,12.1,1.65,0.66,1.16,0.41,0.08,1.24,2.15,57.7,0.91,0.41,0.17,0.25,1.24,2.89,2.48,0.00,https://fbref.com/en/players/8332db56/Thomas-Delaine,8332db56,Big 5 combined
542,Sacha Delaye,FRA,"FW,MF",Montpellier,fr Ligue 1,21-260,2002,1.1,4.55,1.82,0.91,0.91,2.73,0.91,4.55,20.0,3.64,0.91,0.00,0.91,0.00,4.55,0.00,0.00,https://fbref.com/en/players/e4448c8c/Sacha-Delaye,e4448c8c,Big 5 combined
543,Hannes Delcroix,BEL,DF,Burnley,eng Premier League,24-314,1999,4.3,1.40,0.70,0.93,0.47,0.00,0.70,0.70,100.0,0.00,0.93,0.23,0.70,1.86,3.26,2.56,0.00,https://fbref.com/en/players/b737f944/Hannes-Delcroix,b737f944,Big 5 combined
544,Olivier Deman,BEL,DF,Werder Bremen,de Bundesliga,23-277,2000,9.2,2.28,1.30,1.74,0.33,0.22,1.52,2.72,56.0,1.20,2.28,0.76,1.52,0.98,3.26,2.07,0.00,https://fbref.com/en/players/13210854/Olivier-Deman,13210854,Big 5 combined
545,Karamoko Dembele,SCO,"MF,FW",Brest,fr Ligue 1,20-320,2003,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/7304f3b1/Karamoko-Dembele,7304f3b1,Big 5 combined
546,Ousmane Dembélé,FRA,"MF,FW",Paris S-G,fr Ligue 1,26-238,1997,10.6,1.23,0.94,0.19,0.47,0.57,0.28,0.66,42.9,0.38,0.57,0.00,0.57,0.38,1.60,0.09,0.09,https://fbref.com/en/players/b19db005/Ousmane-Dembele,b19db005,Big 5 combined
547,Jessy Deminguet,FRA,"MF,FW",Strasbourg,fr Ligue 1,26-001,1998,6.4,1.72,1.09,0.94,0.78,0.00,0.78,2.34,33.3,1.56,1.09,0.00,1.09,0.94,2.66,0.63,0.00,https://fbref.com/en/players/a6138e4a/Jessy-Deminguet,a6138e4a,Big 5 combined
548,Ermedin Demirović,BIH,"MF,FW",Augsburg,de Bundesliga,25-289,1998,15.4,0.91,0.52,0.26,0.58,0.06,0.45,1.49,30.4,1.04,1.04,0.06,0.97,0.32,1.23,0.91,0.00,https://fbref.com/en/players/ed79b7d3/Ermedin-Demirovic,ed79b7d3,Big 5 combined
549,Sepp van den Berg,NED,DF,Mainz 05,de Bundesliga,22-019,2001,13.5,1.78,1.04,0.89,0.74,0.15,0.59,0.96,61.5,0.37,2.15,0.89,1.26,1.56,3.33,3.78,0.07,https://fbref.com/en/players/7bf9400b/Sepp-van-den-Berg,7bf9400b,Big 5 combined
550,Leander Dendoncker,BEL,MF,Aston Villa,eng Premier League,28-268,1995,1.3,4.62,3.08,2.31,1.54,0.77,3.08,3.85,80.0,0.77,3.85,1.54,2.31,1.54,6.15,2.31,0.77,https://fbref.com/en/players/5a7301ae/Leander-Dendoncker,5a7301ae,Big 5 combined
551,Rémy Descamps,FRA,GK,Nantes,fr Ligue 1,27-197,1996,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,1.20,0.00,https://fbref.com/en/players/477e50ce/Remy-Descamps,477e50ce,Big 5 combined
552,Mikkel Desler,DEN,DF,Toulouse,fr Ligue 1,28-323,1995,11.7,1.11,0.68,0.51,0.51,0.09,0.51,0.94,54.5,0.43,1.88,0.77,1.11,0.85,1.97,2.39,0.00,https://fbref.com/en/players/1d5c96f8/Mikkel-Desler,1d5c96f8,Big 5 combined
