Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Player Link_,Player ID_,Competition
69,Trent Alexander-Arnold,ENG,DF,Liverpool,eng Premier League,25-206,1998,25,22,1905,21.2,0.14,0.19,0.33,0.14,0.00,0.00,0.24,0.00,0.10,0.09,0.28,0.36,1.84,8.68,4.06,0.14,0.19,0.33,0.14,0.33,0.10,0.28,0.38,0.09,0.37,https://fbref.com/en/players/cd1acf9d/Trent-Alexander-Arnold,cd1acf9d,Big 5 combined
70,Aboubacar Ali,FRA,"MF,FW",Strasbourg,fr Ligue 1,18-028,2006,6,0,48,0.5,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.40,0.40,0.20,0.40,4.00,4.00,14.0,0.00,1.87,1.87,0.00,1.87,0.29,0.15,0.43,0.29,0.43,https://fbref.com/en/players/133d2aa5/Aboubacar-Ali,133d2aa5,Big 5 combined
71,Mohamed Ali Cho,FRA,"FW,MF",Real Sociedad,es La Liga,20-102,2004,11,1,249,2.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.04,0.18,5.71,1.07,6.79,0.00,0.00,0.00,0.00,0.00,0.14,0.04,0.18,0.14,0.18,https://fbref.com/en/players/f8405304/Mohamed-Ali-Cho,f8405304,Big 5 combined
72,Mohamed Ali Cho,FRA,"FW,MF",Nice,fr Ligue 1,20-102,2004,14,9,706,7.8,0.00,0.26,0.26,0.00,0.00,0.00,0.26,0.00,0.12,0.12,0.21,0.32,5.00,2.56,8.72,0.00,0.25,0.25,0.00,0.25,0.11,0.21,0.32,0.11,0.32,https://fbref.com/en/players/f8405304/Mohamed-Ali-Cho,f8405304,Big 5 combined
73,Yanis Ali Issoufou,FRA,FW,Montpellier,fr Ligue 1,17-185,2006,1,0,13,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,https://fbref.com/en/players/5d004b30/Yanis-Ali-Issoufou,5d004b30,Big 5 combined
74,Faride Alidou,GER,"FW,MF",Köln,de Bundesliga,22-287,2001,23,11,1080,12.0,0.33,0.00,0.33,0.33,0.00,0.00,0.33,0.00,0.18,0.18,0.05,0.23,3.67,2.67,6.92,0.33,0.00,0.33,0.33,0.33,0.17,0.05,0.22,0.17,0.22,https://fbref.com/en/players/00f518d8/Faride-Alidou,00f518d8,Big 5 combined
75,Nabil Alioui,FRA,"MF,FW",Le Havre,fr Ligue 1,25-072,1999,18,12,1009,11.2,0.36,0.09,0.45,0.36,0.00,0.00,0.09,0.00,0.21,0.21,0.20,0.41,1.96,3.84,6.43,0.36,0.09,0.45,0.36,0.45,0.21,0.19,0.41,0.21,0.41,https://fbref.com/en/players/b386310a/Nabil-Alioui,b386310a,Big 5 combined
76,Alisson,BRA,GK,Liverpool,eng Premier League,31-211,1992,25,25,2250,25.0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/7a2e46a8/Alisson,7a2e46a8,Big 5 combined
77,Tadeo Allende,ARG,"MF,FW",Celta Vigo,es La Liga,25-070,1999,8,2,287,3.2,0.31,0.00,0.31,0.31,0.00,0.00,0.31,0.00,0.37,0.37,0.13,0.50,2.81,2.19,6.25,0.31,0.00,0.31,0.31,0.31,0.39,0.12,0.51,0.39,0.51,https://fbref.com/en/players/75a66bed/Tadeo-Allende,75a66bed,Big 5 combined
78,Jim Allevinah,GAB,"MF,DF",Clermont Foot,fr Ligue 1,29-063,1995,27,21,1769,19.7,0.10,0.05,0.15,0.10,0.00,0.00,0.00,0.00,0.11,0.11,0.06,0.17,4.26,2.59,5.69,0.10,0.05,0.15,0.10,0.15,0.11,0.06,0.17,0.11,0.17,https://fbref.com/en/players/1956b948/Jim-Allevinah,1956b948,Big 5 combined
79,Domingos André Ribeiro Almeida,POR,"FW,MF",Valencia,es La Liga,23-336,2000,12,8,662,7.4,0.27,0.14,0.41,0.27,0.00,0.00,0.00,0.00,0.04,0.04,0.11,0.15,2.30,4.05,2.84,0.27,0.14,0.41,0.27,0.41,0.04,0.11,0.15,0.04,0.15,https://fbref.com/en/players/e6697917/Domingos-Andre-Ribeiro-Almeida,e6697917,Big 5 combined
80,Miguel Almirón,PAR,FW,Newcastle Utd,eng Premier League,30-080,1994,29,23,1848,20.5,0.15,0.05,0.20,0.15,0.00,0.00,0.05,0.00,0.22,0.22,0.13,0.35,3.76,3.66,7.66,0.15,0.05,0.19,0.15,0.19,0.22,0.13,0.34,0.22,0.34,https://fbref.com/en/players/862a1c15/Miguel-Almiron,862a1c15,Big 5 combined
81,Pontus Almqvist,SWE,"FW,MF",Lecce,it Serie A,24-295,1999,27,23,1962,21.8,0.09,0.00,0.09,0.09,0.00,0.00,0.23,0.00,0.11,0.11,0.08,0.18,3.17,1.33,5.78,0.09,0.00,0.09,0.09,0.09,0.11,0.08,0.18,0.11,0.18,https://fbref.com/en/players/0917188a/Pontus-Almqvist,0917188a,Big 5 combined
82,Marcos Alonso,ESP,DF,Barcelona,es La Liga,33-124,1990,5,3,252,2.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.18,0.21,3.93,5.00,11.8,0.00,0.00,0.00,0.00,0.00,0.03,0.18,0.21,0.03,0.21,https://fbref.com/en/players/f4290206/Marcos-Alonso,f4290206,Big 5 combined
83,Adrià Altimira,ESP,"DF,MF",Villarreal,es La Liga,23-033,2001,11,10,775,8.6,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.01,0.01,1.16,3.37,1.74,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.02,https://fbref.com/en/players/757a3431/Adria-Altimira,757a3431,Big 5 combined
84,Sergi Altimira,ESP,MF,Betis,es La Liga,22-249,2001,12,6,504,5.6,0.18,0.00,0.18,0.18,0.00,0.00,0.18,0.00,0.04,0.04,0.05,0.07,1.61,5.00,1.25,0.18,0.00,0.18,0.18,0.18,0.03,0.05,0.08,0.03,0.08,https://fbref.com/en/players/94acdd4e/Sergi-Altimira,94acdd4e,Big 5 combined
85,Edson Álvarez,MEX,MF,West Ham,eng Premier League,26-189,1997,29,27,2312,25.7,0.04,0.04,0.08,0.04,0.00,0.00,0.39,0.00,0.05,0.05,0.02,0.07,0.78,3.46,1.01,0.04,0.04,0.08,0.04,0.08,0.05,0.02,0.07,0.05,0.07,https://fbref.com/en/players/8b3ab7ad/Edson-Alvarez,8b3ab7ad,Big 5 combined
86,Gastón Álvarez,URU,DF,Getafe,es La Liga,24-037,2000,30,25,2177,24.2,0.04,0.00,0.04,0.04,0.00,0.00,0.25,0.00,0.03,0.03,0.02,0.05,0.45,2.19,1.32,0.04,0.00,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.05,https://fbref.com/en/players/852ddfb8/Gaston-Alvarez,852ddfb8,Big 5 combined
87,Hugo Álvarez,ESP,"MF,DF",Celta Vigo,es La Liga,20-303,2003,8,5,458,5.1,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.12,0.12,0.20,0.31,4.31,4.71,11.8,0.00,0.00,0.00,0.00,0.00,0.13,0.19,0.32,0.13,0.32,https://fbref.com/en/players/6f392eb8/Hugo-Alvarez,6f392eb8,Big 5 combined
88,Julián Álvarez,ARG,"MF,FW",Manchester City,eng Premier League,24-090,2000,33,31,2628,29.2,0.31,0.27,0.58,0.27,0.03,0.03,0.07,0.00,0.40,0.38,0.22,0.60,2.16,3.53,6.03,0.31,0.27,0.58,0.27,0.55,0.40,0.22,0.62,0.38,0.60,https://fbref.com/en/players/15ab5a2b/Julian-Alvarez,15ab5a2b,Big 5 combined
89,Yeray Álvarez,ESP,DF,Athletic Club,es La Liga,29-097,1995,15,10,870,9.7,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.02,0.02,0.01,0.03,1.24,4.43,0.21,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.02,0.04,https://fbref.com/en/players/3ecc11d8/Yeray-Alvarez,3ecc11d8,Big 5 combined
90,Skelly Alvero,FRA,MF,Lyon,fr Ligue 1,21-362,2002,8,6,426,4.7,0.21,0.00,0.21,0.21,0.00,0.00,0.43,0.00,0.09,0.09,0.00,0.09,0.64,5.74,2.77,0.21,0.00,0.21,0.21,0.21,0.09,0.00,0.09,0.09,0.09,https://fbref.com/en/players/add37c13/Skelly-Alvero,add37c13,Big 5 combined
91,Skelly Alvero,FRA,MF,Werder Bremen,de Bundesliga,21-362,2002,6,1,123,1.4,0.71,0.00,0.71,0.71,0.00,0.00,0.71,0.00,0.21,0.21,0.00,0.29,0.71,6.43,4.29,0.73,0.00,0.73,0.73,0.73,0.24,0.03,0.27,0.24,0.27,https://fbref.com/en/players/add37c13/Skelly-Alvero,add37c13,Big 5 combined
92,Papa Amadou Diallo,SEN,FW,Metz,fr Ligue 1,19-310,2004,13,6,624,6.9,0.14,0.00,0.14,0.14,0.00,0.00,0.14,0.00,0.25,0.25,0.06,0.30,2.75,3.62,6.52,0.14,0.00,0.14,0.14,0.14,0.24,0.06,0.30,0.24,0.30,https://fbref.com/en/players/d638ab17/Papa-Amadou-Diallo,d638ab17,Big 5 combined
93,Selim Amallah,MAR,"FW,MF",Valencia,es La Liga,27-167,1996,18,7,595,6.6,0.00,0.15,0.15,0.00,0.00,0.00,0.76,0.15,0.06,0.06,0.05,0.12,1.06,3.18,5.30,0.00,0.15,0.15,0.00,0.15,0.06,0.05,0.12,0.06,0.12,https://fbref.com/en/players/00eba9c9/Selim-Amallah,00eba9c9,Big 5 combined
94,Amath,SEN,"FW,MF",Mallorca,es La Liga,27-289,1996,15,3,394,4.4,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.36,0.36,0.09,0.43,4.32,2.95,6.82,0.00,0.00,0.00,0.00,0.00,0.35,0.09,0.44,0.35,0.44,https://fbref.com/en/players/f3b1d9a2/Amath,f3b1d9a2,Big 5 combined
95,Lorenzo Amatucci,ITA,MF,Fiorentina,it Serie A,20-085,2004,2,0,22,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,10.0,5.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,https://fbref.com/en/players/13b9e2fb/Lorenzo-Amatucci,13b9e2fb,Big 5 combined
96,Zeki Amdouni,SUI,FW,Burnley,eng Premier League,23-148,2000,31,26,1870,20.8,0.24,0.05,0.29,0.19,0.05,0.05,0.10,0.00,0.25,0.22,0.07,0.28,2.84,2.26,4.23,0.24,0.05,0.29,0.19,0.24,0.26,0.07,0.32,0.22,0.28,https://fbref.com/en/players/2ee5b0c9/Zeki-Amdouni,2ee5b0c9,Big 5 combined
97,Kelvin Amian,FRA,DF,Nantes,fr Ligue 1,26-082,1998,9,9,680,7.6,0.00,0.13,0.13,0.00,0.00,0.00,0.13,0.00,0.01,0.01,0.04,0.05,1.58,3.42,2.37,0.00,0.13,0.13,0.00,0.13,0.01,0.05,0.05,0.01,0.05,https://fbref.com/en/players/bcc81786/Kelvin-Amian,bcc81786,Big 5 combined
98,Bruno Amione,ARG,DF,Hellas Verona,it Serie A,22-118,2002,10,7,579,6.4,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.05,0.05,0.00,0.05,0.31,2.66,0.31,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.05,0.05,0.05,https://fbref.com/en/players/2df7cc43/Bruno-Amione,2df7cc43,Big 5 combined
99,Michael Amir Murillo,PAN,DF,Marseille,fr Ligue 1,28-079,1996,13,8,805,8.9,0.22,0.11,0.34,0.22,0.00,0.00,0.22,0.00,0.09,0.09,0.06,0.15,0.45,3.37,4.38,0.22,0.11,0.34,0.22,0.34,0.09,0.06,0.15,0.09,0.15,https://fbref.com/en/players/349cae8f/Michael-Amir-Murillo,349cae8f,Big 5 combined
100,Nadiem Amiri,GER,MF,Mainz 05,de Bundesliga,27-186,1996,13,13,1136,12.6,0.08,0.24,0.32,0.08,0.00,0.08,0.40,0.00,0.15,0.09,0.29,0.37,1.19,6.35,1.51,0.08,0.24,0.32,0.08,0.32,0.15,0.29,0.44,0.09,0.37,https://fbref.com/en/players/555d5edd/Nadiem-Amiri,555d5edd,Big 5 combined
101,Nadiem Amiri,GER,MF,Leverkusen,de Bundesliga,27-186,1996,8,1,86,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.20,5.00,6.00,6.00,0.00,0.00,0.00,0.00,0.00,0.13,0.03,0.16,0.13,0.16,https://fbref.com/en/players/555d5edd/Nadiem-Amiri,555d5edd,Big 5 combined
102,Kofi Amoako,GER,MF,Wolfsburg,de Bundesliga,18-360,2005,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/b8e17ca3/Kofi-Amoako,b8e17ca3,Big 5 combined
103,Sofyan Amrabat,MAR,"MF,DF",Manchester Utd,eng Premier League,27-253,1996,17,7,663,7.4,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.00,0.01,0.01,0.03,0.03,0.68,7.03,1.22,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,https://fbref.com/en/players/5a2cb25d/Sofyan-Amrabat,5a2cb25d,Big 5 combined
104,Joachim Andersen,DEN,DF,Crystal Palace,eng Premier League,27-335,1996,35,35,3149,35.0,0.06,0.09,0.14,0.06,0.00,0.00,0.17,0.00,0.05,0.05,0.08,0.12,0.60,3.97,0.29,0.06,0.09,0.14,0.06,0.14,0.05,0.08,0.12,0.05,0.12,https://fbref.com/en/players/e34fc66d/Joachim-Andersen,e34fc66d,Big 5 combined
105,Elliot Anderson,SCO,"MF,FW",Newcastle Utd,eng Premier League,21-176,2002,17,8,831,9.2,0.00,0.11,0.11,0.00,0.00,0.00,0.11,0.00,0.15,0.15,0.11,0.26,3.26,5.22,6.09,0.00,0.11,0.11,0.00,0.11,0.15,0.11,0.26,0.15,0.26,https://fbref.com/en/players/de31038e/Elliot-Anderson,de31038e,Big 5 combined
106,Felipe Anderson,BRA,"FW,MF",Lazio,it Serie A,31-015,1993,34,31,2568,28.5,0.18,0.21,0.39,0.18,0.00,0.00,0.11,0.00,0.14,0.14,0.22,0.36,3.47,4.04,7.26,0.18,0.21,0.39,0.18,0.39,0.14,0.22,0.36,0.14,0.36,https://fbref.com/en/players/9f1893b9/Felipe-Anderson,9f1893b9,Big 5 combined
107,Benjamin André,FRA,MF,Lille,fr Ligue 1,33-271,1990,28,27,2390,26.6,0.11,0.00,0.11,0.11,0.00,0.00,0.26,0.00,0.09,0.09,0.05,0.14,0.71,6.17,1.13,0.11,0.00,0.11,0.11,0.11,0.09,0.05,0.14,0.09,0.14,https://fbref.com/en/players/ef9c1c95/Benjamin-Andre,ef9c1c95,Big 5 combined
108,Komnen Andrić,SRB,FW,Clermont Foot,fr Ligue 1,28-304,1995,6,1,159,1.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.11,0.11,0.00,2.78,12.8,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.13,0.03,0.13,https://fbref.com/en/players/af3ddb2e/Komnen-Andric,af3ddb2e,Big 5 combined
109,Robert Andrich,GER,"MF,DF",Leverkusen,de Bundesliga,29-221,1994,25,15,1428,15.9,0.19,0.13,0.31,0.19,0.00,0.00,0.25,0.00,0.07,0.07,0.09,0.16,1.13,5.16,0.63,0.19,0.13,0.32,0.19,0.32,0.07,0.09,0.16,0.07,0.16,https://fbref.com/en/players/e0b113a7/Robert-Andrich,e0b113a7,Big 5 combined
110,Miguel Ángel Rubio,ESP,DF,Granada,es La Liga,26-050,1998,15,13,1200,13.3,0.08,0.00,0.08,0.08,0.00,0.00,0.30,0.00,0.05,0.05,0.01,0.05,0.23,1.43,0.08,0.07,0.00,0.07,0.07,0.07,0.05,0.01,0.05,0.05,0.05,https://fbref.com/en/players/56cafd0a/Miguel-Angel-Rubio,56cafd0a,Big 5 combined
111,Angeliño,ESP,DF,Roma,it Serie A,27-117,1997,12,10,791,8.8,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.01,0.01,0.09,0.10,0.68,3.75,3.75,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.11,0.01,0.11,https://fbref.com/en/players/30941e96/Angelino,30941e96,Big 5 combined
112,Fabrizio Angileri,ARG,"DF,MF",Getafe,es La Liga,30-046,1994,9,1,102,1.1,0.00,0.00,0.00,0.00,0.00,0.00,1.82,0.91,0.00,0.00,0.18,0.18,0.91,2.73,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.00,0.19,https://fbref.com/en/players/fdd26d71/Fabrizio-Angileri,fdd26d71,Big 5 combined
113,Jaidon Anthony,ENG,FW,Bournemouth,eng Premier League,24-151,1999,3,2,152,1.7,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.06,0.06,0.00,0.06,1.18,4.71,5.29,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,https://fbref.com/en/players/e4238fb1/Jaidon-Anthony,e4238fb1,Big 5 combined
114,Waldemar Anton,GER,DF,Stuttgart,de Bundesliga,27-285,1996,30,29,2616,29.1,0.00,0.10,0.10,0.00,0.00,0.00,0.17,0.00,0.05,0.05,0.03,0.08,1.20,5.43,0.41,0.00,0.10,0.10,0.00,0.10,0.05,0.03,0.08,0.05,0.08,https://fbref.com/en/players/5e66fa06/Waldemar-Anton,5e66fa06,Big 5 combined
115,Michail Antonio,JAM,FW,West Ham,eng Premier League,34-033,1990,23,18,1472,16.4,0.37,0.12,0.49,0.37,0.00,0.00,0.37,0.00,0.34,0.34,0.05,0.38,2.74,1.28,5.85,0.37,0.12,0.49,0.37,0.49,0.33,0.05,0.39,0.33,0.39,https://fbref.com/en/players/ac05f970/Michail-Antonio,ac05f970,Big 5 combined
116,Antony,BRA,FW,Manchester Utd,eng Premier League,24-066,2000,27,14,1244,13.8,0.07,0.07,0.14,0.07,0.00,0.00,0.36,0.00,0.24,0.24,0.20,0.44,3.70,4.57,10.3,0.07,0.07,0.14,0.07,0.14,0.24,0.20,0.44,0.24,0.44,https://fbref.com/en/players/99127249/Antony,99127249,Big 5 combined
117,Christopher Antwi-Adjei,GHA,"FW,MF",Bochum,de Bundesliga,30-083,1994,23,11,1178,13.1,0.08,0.15,0.23,0.08,0.00,0.00,0.38,0.00,0.15,0.15,0.26,0.40,3.74,2.14,10.0,0.08,0.15,0.23,0.08,0.23,0.14,0.26,0.40,0.14,0.40,https://fbref.com/en/players/0a3f6cde/Christopher-Antwi-Adjei,0a3f6cde,Big 5 combined
118,Houssem Aouar,ALG,"MF,FW",Roma,it Serie A,25-305,1998,15,8,687,7.6,0.39,0.00,0.39,0.39,0.00,0.00,0.39,0.00,0.26,0.26,0.05,0.33,2.11,3.42,7.50,0.39,0.00,0.39,0.39,0.39,0.27,0.06,0.32,0.27,0.32,https://fbref.com/en/players/a5db0bec/Houssem-Aouar,a5db0bec,Big 5 combined
119,Stredair Appuah,FRA,"FW,MF",Nantes,fr Ligue 1,19-308,2004,4,0,84,0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.44,0.00,0.44,3.33,0.00,2.22,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.46,0.46,0.46,https://fbref.com/en/players/42f0113f/Stredair-Appuah,42f0113f,Big 5 combined
120,Mauro Arambarri,URU,MF,Getafe,es La Liga,28-213,1995,7,3,339,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.13,0.13,0.00,0.16,0.53,5.26,1.58,0.00,0.00,0.00,0.00,0.00,0.14,0.01,0.15,0.14,0.15,https://fbref.com/en/players/58afe001/Mauro-Arambarri,58afe001,Big 5 combined
121,Jon Aramburu,VEN,DF,Real Sociedad,es La Liga,21-282,2002,6,4,429,4.8,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.02,0.02,0.00,0.02,0.63,4.58,4.79,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,https://fbref.com/en/players/dc7a172e/Jon-Aramburu,dc7a172e,Big 5 combined
122,Julian Araujo,MEX,DF,Las Palmas,es La Liga,22-261,2001,22,13,1298,14.4,0.07,0.00,0.07,0.07,0.00,0.00,0.28,0.00,0.05,0.05,0.07,0.12,1.60,4.58,2.64,0.07,0.00,0.07,0.07,0.07,0.05,0.07,0.12,0.05,0.12,https://fbref.com/en/players/8f4541c2/Julian-Araujo,8f4541c2,Big 5 combined
123,Ronald Araújo,URU,DF,Barcelona,es La Liga,25-054,1999,22,19,1788,19.9,0.05,0.00,0.05,0.05,0.00,0.00,0.25,0.00,0.07,0.07,0.04,0.11,1.16,4.62,0.45,0.05,0.00,0.05,0.05,0.05,0.07,0.04,0.11,0.07,0.11,https://fbref.com/en/players/2bef2bca/Ronald-Araujo,2bef2bca,Big 5 combined
124,Oliver Arblaster,ENG,MF,Sheffield Utd,eng Premier League,19-361,2004,9,8,730,8.1,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.04,0.04,1.36,3.83,0.37,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,https://fbref.com/en/players/afe1a491/Oliver-Arblaster,afe1a491,Big 5 combined
125,Cameron Archer,ENG,"FW,MF",Sheffield Utd,eng Premier League,22-284,2001,26,18,1618,18.0,0.22,0.06,0.28,0.22,0.00,0.00,0.06,0.00,0.24,0.24,0.15,0.39,1.72,0.83,5.44,0.22,0.06,0.28,0.22,0.28,0.25,0.15,0.40,0.25,0.40,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,Big 5 combined
126,Cameron Archer,ENG,MF,Aston Villa,eng Premier League,22-284,2001,1,0,6,0.1,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,Big 5 combined
127,Alphonse Areola,FRA,GK,West Ham,eng Premier League,31-063,1993,28,28,2429,27.0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2f965a72/Alphonse-Areola,2f965a72,Big 5 combined
128,Adu Ares,ESP,FW,Athletic Club,es La Liga,22-201,2001,10,1,189,2.1,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.00,0.05,0.05,0.00,0.05,3.81,1.43,15.2,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,https://fbref.com/en/players/a461f098/Adu-Ares,a461f098,Big 5 combined
129,Jesús Areso,ESP,DF,Osasuna,es La Liga,24-303,1999,32,25,2308,25.6,0.04,0.16,0.20,0.04,0.00,0.00,0.12,0.00,0.00,0.00,0.11,0.11,2.50,3.59,6.17,0.04,0.16,0.19,0.04,0.19,0.00,0.11,0.11,0.00,0.11,https://fbref.com/en/players/94e01ec6/Jesus-Areso,94e01ec6,Big 5 combined
130,Matias Arezo,URU,FW,Granada,es La Liga,21-161,2002,12,2,277,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.29,0.29,0.03,0.32,1.29,0.97,4.19,0.00,0.00,0.00,0.00,0.00,0.30,0.02,0.32,0.30,0.32,https://fbref.com/en/players/484ebdb0/Matias-Arezo,484ebdb0,Big 5 combined
131,Iñigo Arguibide,ESP,DF,Osasuna,es La Liga,19-011,2005,1,0,17,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/d80d7f17/Inigo-Arguibide,d80d7f17,Big 5 combined
132,Yoël Armougom,FRA,"DF,MF",Clermont Foot,fr Ligue 1,25-330,1998,5,2,234,2.6,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.12,0.12,2.31,4.62,9.62,0.00,0.00,0.00,0.00,0.00,0.01,0.11,0.12,0.01,0.12,https://fbref.com/en/players/9dd5da03/Yoel-Armougom,9dd5da03,Big 5 combined
133,José Arnaiz,ESP,"FW,MF",Osasuna,es La Liga,29-015,1995,22,8,813,9.0,0.22,0.11,0.33,0.22,0.00,0.00,0.22,0.00,0.19,0.19,0.20,0.38,2.33,1.22,8.33,0.22,0.11,0.33,0.22,0.33,0.19,0.20,0.38,0.19,0.38,https://fbref.com/en/players/46e07328/Jose-Arnaiz,46e07328,Big 5 combined
134,Hákon Arnar Haraldsson,ISL,"FW,MF",Lille,fr Ligue 1,21-020,2003,23,12,1044,11.6,0.09,0.00,0.09,0.09,0.00,0.00,0.26,0.00,0.05,0.05,0.12,0.17,1.98,3.62,6.12,0.09,0.00,0.09,0.09,0.09,0.05,0.12,0.17,0.05,0.17,https://fbref.com/en/players/e2ae54db/Hakon-Arnar-Haraldsson,e2ae54db,Big 5 combined
135,Marko Arnautović,AUT,FW,Inter,it Serie A,35-011,1989,24,3,652,7.2,0.28,0.42,0.69,0.28,0.00,0.00,0.00,0.00,0.49,0.49,0.35,0.83,1.25,2.50,9.03,0.28,0.41,0.69,0.28,0.69,0.48,0.35,0.83,0.48,0.83,https://fbref.com/en/players/00459419/Marko-Arnautovic,00459419,Big 5 combined
136,Maximilian Arnold,GER,MF,Wolfsburg,de Bundesliga,29-339,1994,27,24,2236,24.8,0.08,0.04,0.12,0.08,0.00,0.00,0.36,0.00,0.04,0.04,0.13,0.17,0.73,4.92,0.65,0.08,0.04,0.12,0.08,0.12,0.04,0.13,0.17,0.04,0.17,https://fbref.com/en/players/86e119e0/Maximilian-Arnold,86e119e0,Big 5 combined
137,Mohamed El Arouch,FRA,FW,Lyon,fr Ligue 1,20-024,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/508a9011/Mohamed-El-Arouch,508a9011,Big 5 combined
138,Sergio Arribas,ESP,"MF,FW",Almería,es La Liga,22-213,2001,31,20,1840,20.4,0.29,0.15,0.44,0.29,0.00,0.00,0.00,0.00,0.34,0.34,0.17,0.51,2.35,3.53,4.22,0.29,0.15,0.44,0.29,0.44,0.34,0.17,0.51,0.34,0.51,https://fbref.com/en/players/1e465e70/Sergio-Arribas,1e465e70,Big 5 combined
