Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Player Link_,Player ID_,Competition
91,Skelly Alvero,FRA,MF,Werder Bremen,de Bundesliga,21-362,2002,1.4,2.86,2.90,2.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/add37c13/Skelly-Alvero,add37c13,Big 5 combined
92,Papa Amadou Diallo,SEN,FW,Metz,fr Ligue 1,19-310,2004,6.9,2.03,2.02,1.88,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/d638ab17/Papa-Amadou-Diallo,d638ab17,Big 5 combined
93,Selim Amallah,MAR,"FW,MF",Valencia,es La Liga,27-167,1996,6.6,2.12,2.12,1.06,0.00,0.45,0.00,0.61,0.00,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/00eba9c9/Selim-Amallah,00eba9c9,Big 5 combined
94,Amath,SEN,"FW,MF",Mallorca,es La Liga,27-289,1996,4.4,3.86,3.87,1.36,0.00,1.14,0.45,0.68,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/f3b1d9a2/Amath,f3b1d9a2,Big 5 combined
95,Lorenzo Amatucci,ITA,MF,Fiorentina,it Serie A,20-085,2004,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/13b9e2fb/Lorenzo-Amatucci,13b9e2fb,Big 5 combined
96,Zeki Amdouni,SUI,FW,Burnley,eng Premier League,23-148,2000,20.8,2.26,2.26,1.30,0.00,0.24,0.34,0.24,0.14,0.19,0.19,0.05,0.00,0.10,0.00,0.05,0.00,https://fbref.com/en/players/2ee5b0c9/Zeki-Amdouni,2ee5b0c9,Big 5 combined
97,Kelvin Amian,FRA,DF,Nantes,fr Ligue 1,26-082,1998,7.6,0.92,0.93,0.92,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/bcc81786/Kelvin-Amian,bcc81786,Big 5 combined
98,Bruno Amione,ARG,DF,Hellas Verona,it Serie A,22-118,2002,6.4,0.47,0.47,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2df7cc43/Bruno-Amione,2df7cc43,Big 5 combined
99,Michael Amir Murillo,PAN,DF,Marseille,fr Ligue 1,28-079,1996,8.9,0.90,0.89,0.45,0.00,0.11,0.00,0.22,0.11,0.22,0.22,0.22,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/349cae8f/Michael-Amir-Murillo,349cae8f,Big 5 combined
100,Nadiem Amiri,GER,MF,Mainz 05,de Bundesliga,27-186,1996,12.6,6.59,6.58,2.38,3.17,0.48,0.08,0.24,0.24,0.71,0.71,0.32,0.32,0.08,0.00,0.00,0.00,https://fbref.com/en/players/555d5edd/Nadiem-Amiri,555d5edd,Big 5 combined
101,Nadiem Amiri,GER,MF,Leverkusen,de Bundesliga,27-186,1996,1.0,1.00,1.02,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/555d5edd/Nadiem-Amiri,555d5edd,Big 5 combined
102,Kofi Amoako,GER,MF,Wolfsburg,de Bundesliga,18-360,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,https://fbref.com/en/players/b8e17ca3/Kofi-Amoako,b8e17ca3,Big 5 combined
103,Sofyan Amrabat,MAR,"MF,DF",Manchester Utd,eng Premier League,27-253,1996,7.4,1.35,1.36,1.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/5a2cb25d/Sofyan-Amrabat,5a2cb25d,Big 5 combined
104,Joachim Andersen,DEN,DF,Crystal Palace,eng Premier League,27-335,1996,35.0,1.20,1.20,1.03,0.03,0.00,0.09,0.00,0.06,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e34fc66d/Joachim-Andersen,e34fc66d,Big 5 combined
105,Elliot Anderson,SCO,"MF,FW",Newcastle Utd,eng Premier League,21-176,2002,9.2,2.93,2.93,2.39,0.00,0.33,0.22,0.00,0.00,0.22,0.22,0.22,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/de31038e/Elliot-Anderson,de31038e,Big 5 combined
106,Felipe Anderson,BRA,"FW,MF",Lazio,it Serie A,31-015,1993,28.5,3.02,3.01,2.53,0.04,0.11,0.18,0.07,0.11,0.42,0.42,0.35,0.00,0.04,0.00,0.00,0.04,https://fbref.com/en/players/9f1893b9/Felipe-Anderson,9f1893b9,Big 5 combined
107,Benjamin André,FRA,MF,Lille,fr Ligue 1,33-271,1990,26.6,1.69,1.69,1.43,0.04,0.00,0.00,0.15,0.08,0.11,0.11,0.04,0.00,0.00,0.00,0.08,0.00,https://fbref.com/en/players/ef9c1c95/Benjamin-Andre,ef9c1c95,Big 5 combined
108,Komnen Andrić,SRB,FW,Clermont Foot,fr Ligue 1,28-304,1995,1.8,3.33,3.40,2.78,0.00,0.00,0.00,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/af3ddb2e/Komnen-Andric,af3ddb2e,Big 5 combined
109,Robert Andrich,GER,"MF,DF",Leverkusen,de Bundesliga,29-221,1994,15.9,2.39,2.40,2.08,0.00,0.00,0.13,0.13,0.06,0.31,0.32,0.31,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e0b113a7/Robert-Andrich,e0b113a7,Big 5 combined
110,Miguel Ángel Rubio,ESP,DF,Granada,es La Liga,26-050,1998,13.3,0.45,0.45,0.38,0.00,0.08,0.00,0.00,0.00,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/56cafd0a/Miguel-Angel-Rubio,56cafd0a,Big 5 combined
111,Angeliño,ESP,DF,Roma,it Serie A,27-117,1997,8.8,2.05,2.05,1.93,0.11,0.00,0.00,0.00,0.00,0.23,0.23,0.23,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/30941e96/Angelino,30941e96,Big 5 combined
112,Fabrizio Angileri,ARG,"DF,MF",Getafe,es La Liga,30-046,1994,1.1,3.64,3.50,2.73,0.00,0.00,0.00,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/fdd26d71/Fabrizio-Angileri,fdd26d71,Big 5 combined
113,Jaidon Anthony,ENG,FW,Bournemouth,eng Premier League,24-151,1999,1.7,1.76,1.78,1.18,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e4238fb1/Jaidon-Anthony,e4238fb1,Big 5 combined
114,Waldemar Anton,GER,DF,Stuttgart,de Bundesliga,27-285,1996,29.1,1.10,1.10,0.89,0.00,0.00,0.14,0.03,0.03,0.27,0.28,0.24,0.00,0.00,0.03,0.00,0.00,https://fbref.com/en/players/5e66fa06/Waldemar-Anton,5e66fa06,Big 5 combined
115,Michail Antonio,JAM,FW,West Ham,eng Premier League,34-033,1990,16.4,1.65,1.65,1.04,0.00,0.24,0.06,0.18,0.12,0.30,0.31,0.24,0.00,0.06,0.00,0.00,0.00,https://fbref.com/en/players/ac05f970/Michail-Antonio,ac05f970,Big 5 combined
116,Antony,BRA,FW,Manchester Utd,eng Premier League,24-066,2000,13.8,3.70,3.69,3.04,0.07,0.14,0.00,0.29,0.14,0.22,0.22,0.07,0.00,0.00,0.00,0.00,0.14,https://fbref.com/en/players/99127249/Antony,99127249,Big 5 combined
117,Christopher Antwi-Adjei,GHA,"FW,MF",Bochum,de Bundesliga,30-083,1994,13.1,3.36,3.36,2.06,0.69,0.15,0.23,0.23,0.00,0.31,0.31,0.31,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0a3f6cde/Christopher-Antwi-Adjei,0a3f6cde,Big 5 combined
118,Houssem Aouar,ALG,"MF,FW",Roma,it Serie A,25-305,1998,7.6,2.63,2.62,1.45,0.53,0.13,0.26,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a5db0bec/Houssem-Aouar,a5db0bec,Big 5 combined
119,Stredair Appuah,FRA,"FW,MF",Nantes,fr Ligue 1,19-308,2004,0.9,2.22,2.14,0.00,0.00,1.11,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/42f0113f/Stredair-Appuah,42f0113f,Big 5 combined
120,Mauro Arambarri,URU,MF,Getafe,es La Liga,28-213,1995,3.8,2.37,2.39,2.11,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/58afe001/Mauro-Arambarri,58afe001,Big 5 combined
121,Jon Aramburu,VEN,DF,Real Sociedad,es La Liga,21-282,2002,4.8,0.83,0.84,0.63,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/dc7a172e/Jon-Aramburu,dc7a172e,Big 5 combined
122,Julian Araujo,MEX,DF,Las Palmas,es La Liga,22-261,2001,14.4,1.88,1.87,1.53,0.14,0.07,0.00,0.07,0.07,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/8f4541c2/Julian-Araujo,8f4541c2,Big 5 combined
123,Ronald Araújo,URU,DF,Barcelona,es La Liga,25-054,1999,19.9,0.75,0.76,0.50,0.00,0.05,0.20,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.05,0.00,0.00,https://fbref.com/en/players/2bef2bca/Ronald-Araujo,2bef2bca,Big 5 combined
124,Oliver Arblaster,ENG,MF,Sheffield Utd,eng Premier League,19-361,2004,8.1,2.22,2.22,1.73,0.25,0.00,0.12,0.00,0.12,0.25,0.25,0.12,0.00,0.00,0.12,0.00,0.00,https://fbref.com/en/players/afe1a491/Oliver-Arblaster,afe1a491,Big 5 combined
125,Cameron Archer,ENG,"FW,MF",Sheffield Utd,eng Premier League,22-284,2001,18.0,2.33,2.34,1.50,0.00,0.44,0.28,0.06,0.06,0.17,0.17,0.06,0.00,0.06,0.06,0.00,0.00,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,Big 5 combined
126,Cameron Archer,ENG,MF,Aston Villa,eng Premier League,22-284,2001,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,Big 5 combined
127,Alphonse Areola,FRA,GK,West Ham,eng Premier League,31-063,1993,27.0,0.07,0.07,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2f965a72/Alphonse-Areola,2f965a72,Big 5 combined
128,Adu Ares,ESP,FW,Athletic Club,es La Liga,22-201,2001,2.1,1.43,1.42,0.95,0.00,0.48,0.00,0.00,0.00,0.48,0.47,0.48,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a461f098/Adu-Ares,a461f098,Big 5 combined
129,Jesús Areso,ESP,DF,Osasuna,es La Liga,24-303,1999,25.6,2.11,2.11,1.80,0.20,0.08,0.00,0.04,0.00,0.35,0.35,0.27,0.04,0.04,0.00,0.00,0.00,https://fbref.com/en/players/94e01ec6/Jesus-Areso,94e01ec6,Big 5 combined
130,Matias Arezo,URU,FW,Granada,es La Liga,21-161,2002,3.1,0.97,0.98,0.65,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/484ebdb0/Matias-Arezo,484ebdb0,Big 5 combined
131,Iñigo Arguibide,ESP,DF,Osasuna,es La Liga,19-011,2005,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/d80d7f17/Inigo-Arguibide,d80d7f17,Big 5 combined
132,Yoël Armougom,FRA,"DF,MF",Clermont Foot,fr Ligue 1,25-330,1998,2.6,3.08,3.08,2.69,0.00,0.00,0.38,0.00,0.00,0.38,0.38,0.38,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9dd5da03/Yoel-Armougom,9dd5da03,Big 5 combined
133,José Arnaiz,ESP,"FW,MF",Osasuna,es La Liga,29-015,1995,9.0,4.11,4.11,1.11,1.33,0.22,0.56,0.89,0.00,0.44,0.44,0.00,0.22,0.00,0.11,0.11,0.00,https://fbref.com/en/players/46e07328/Jose-Arnaiz,46e07328,Big 5 combined
134,Hákon Arnar Haraldsson,ISL,"FW,MF",Lille,fr Ligue 1,21-020,2003,11.6,2.50,2.50,1.81,0.00,0.26,0.17,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e2ae54db/Hakon-Arnar-Haraldsson,e2ae54db,Big 5 combined
135,Marko Arnautović,AUT,FW,Inter,it Serie A,35-011,1989,7.2,2.92,2.91,2.64,0.00,0.00,0.14,0.14,0.00,0.42,0.42,0.42,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/00459419/Marko-Arnautovic,00459419,Big 5 combined
136,Maximilian Arnold,GER,MF,Wolfsburg,de Bundesliga,29-339,1994,24.8,2.98,2.98,1.73,0.97,0.04,0.12,0.08,0.04,0.12,0.12,0.04,0.00,0.00,0.08,0.00,0.00,https://fbref.com/en/players/86e119e0/Maximilian-Arnold,86e119e0,Big 5 combined
137,Mohamed El Arouch,FRA,FW,Lyon,fr Ligue 1,20-024,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,https://fbref.com/en/players/508a9011/Mohamed-El-Arouch,508a9011,Big 5 combined
138,Sergio Arribas,ESP,"MF,FW",Almería,es La Liga,22-213,2001,20.4,3.82,3.81,2.70,0.54,0.05,0.20,0.29,0.05,0.25,0.24,0.15,0.00,0.00,0.00,0.05,0.05,https://fbref.com/en/players/1e465e70/Sergio-Arribas,1e465e70,Big 5 combined
139,Kepa Arrizabalaga,ESP,GK,Real Madrid,es La Liga,29-210,1994,13.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/28d596a0/Kepa-Arrizabalaga,28d596a0,Big 5 combined
140,Arthur,BRA,DF,Leverkusen,de Bundesliga,21-044,2003,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/8a958856/Arthur,8a958856,Big 5 combined
141,Takuma Asano,JPN,"FW,MF",Bochum,de Bundesliga,29-172,1994,21.6,2.96,2.97,1.99,0.05,0.23,0.37,0.28,0.05,0.23,0.23,0.14,0.00,0.00,0.09,0.00,0.00,https://fbref.com/en/players/13ddc856/Takuma-Asano,13ddc856,Big 5 combined
142,Marco Asensio,ESP,"MF,FW",Paris S-G,fr Ligue 1,28-100,1996,10.3,3.69,3.69,2.52,0.78,0.10,0.10,0.10,0.10,0.58,0.58,0.39,0.10,0.00,0.10,0.00,0.00,https://fbref.com/en/players/45af8a54/Marco-Asensio,45af8a54,Big 5 combined
143,Kristjan Asllani,ALB,MF,Inter,it Serie A,22-052,2002,6.7,2.09,2.10,1.34,0.45,0.15,0.15,0.00,0.00,0.60,0.60,0.45,0.15,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0fdcef0e/Kristjan-Asllani,0fdcef0e,Big 5 combined
144,Joel Asoro,SWE,"FW,MF",Metz,fr Ligue 1,25-003,1999,9.4,2.23,2.23,1.17,0.21,0.21,0.11,0.53,0.00,0.32,0.32,0.11,0.00,0.11,0.00,0.11,0.00,https://fbref.com/en/players/13e827f8/Joel-Asoro,13e827f8,Big 5 combined
145,Iago Aspas,ESP,FW,Celta Vigo,es La Liga,36-273,1987,25.8,5.62,5.63,3.76,1.12,0.23,0.27,0.23,0.00,0.54,0.54,0.35,0.08,0.08,0.04,0.00,0.00,https://fbref.com/en/players/7dcf86f6/Iago-Aspas,7dcf86f6,Big 5 combined
146,Lorenz Assignon,TOG,DF,Burnley,eng Premier League,23-313,2000,11.2,1.70,1.69,1.25,0.27,0.09,0.00,0.09,0.00,0.18,0.18,0.18,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/b026bbf6/Lorenz-Assignon,b026bbf6,Big 5 combined
147,Lorenz Assignon,TOG,DF,Rennes,fr Ligue 1,23-313,2000,11.2,3.39,3.38,2.41,0.27,0.36,0.00,0.18,0.18,0.54,0.53,0.27,0.00,0.18,0.00,0.09,0.00,https://fbref.com/en/players/b026bbf6/Lorenz-Assignon,b026bbf6,Big 5 combined
148,Youcef Atal,ALG,DF,Nice,fr Ligue 1,27-349,1996,4.0,3.00,3.01,2.25,0.00,0.25,0.25,0.25,0.00,0.25,0.25,0.25,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/6a827d8e/Youcef-Atal,6a827d8e,Big 5 combined
149,Valentin Atangana Edoa,FRA,MF,Reims,fr Ligue 1,18-249,2005,6.2,0.97,0.97,0.32,0.00,0.00,0.32,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/6b5edd5d/Valentin-Atangana-Edoa,6b5edd5d,Big 5 combined
150,Arthur Atta,FRA,"MF,FW",Metz,fr Ligue 1,21-107,2003,9.3,1.72,1.72,1.40,0.00,0.11,0.22,0.00,0.00,0.32,0.32,0.11,0.00,0.00,0.22,0.00,0.00,https://fbref.com/en/players/d3ddf88b/Arthur-Atta,d3ddf88b,Big 5 combined
151,Noah Atubolu,GER,GK,Freiburg,de Bundesliga,21-341,2002,31.0,0.13,0.13,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/dbd1b101/Noah-Atubolu,dbd1b101,Big 5 combined
152,Pierre-Emerick Aubameyang,GAB,FW,Marseille,fr Ligue 1,34-317,1989,26.1,2.72,2.72,1.65,0.00,0.19,0.65,0.19,0.04,0.54,0.54,0.31,0.00,0.04,0.19,0.00,0.00,https://fbref.com/en/players/d5dd5f1f/Pierre-Emerick-Aubameyang,d5dd5f1f,Big 5 combined
153,Emil Audero,ITA,GK,Inter,it Serie A,27-103,1997,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/649b01d8/Emil-Audero,649b01d8,Big 5 combined
154,Tommaso Augello,ITA,DF,Cagliari,it Serie A,29-244,1994,23.1,2.12,2.12,1.17,0.74,0.00,0.04,0.09,0.09,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/3cd3b384/Tommaso-Augello,3cd3b384,Big 5 combined
155,Carlos Augusto,BRA,DF,Inter,it Serie A,25-114,1999,15.9,1.89,1.89,1.51,0.19,0.06,0.00,0.06,0.06,0.38,0.38,0.25,0.06,0.06,0.00,0.00,0.00,https://fbref.com/en/players/8d3cd59d/Carlos-Augusto,8d3cd59d,Big 5 combined
156,Yann Aurel Bisseck,GER,DF,Inter,it Serie A,23-153,2000,8.0,1.00,1.00,0.50,0.00,0.00,0.13,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/3963c25b/Yann-Aurel-Bisseck,3963c25b,Big 5 combined
157,Serge Aurier,CIV,"DF,MF",Nott'ham Forest,eng Premier League,31-128,1992,9.3,1.61,1.62,1.29,0.11,0.11,0.00,0.11,0.00,0.22,0.22,0.22,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/5c2b4f07/Serge-Aurier,5c2b4f07,Big 5 combined
158,Ezequiel Ávila,ARG,"FW,MF",Osasuna,es La Liga,30-084,1994,9.6,3.85,3.85,2.40,0.94,0.00,0.42,0.10,0.00,0.73,0.73,0.31,0.21,0.00,0.21,0.00,0.00,https://fbref.com/en/players/253a06b9/Ezequiel-Avila,253a06b9,Big 5 combined
159,Ezequiel Ávila,ARG,FW,Betis,es La Liga,30-084,1994,3.3,2.73,2.72,0.91,0.00,0.61,0.61,0.61,0.00,0.30,0.30,0.00,0.00,0.00,0.00,0.30,0.00,https://fbref.com/en/players/253a06b9/Ezequiel-Avila,253a06b9,Big 5 combined
160,Taiwo Awoniyi,NGA,FW,Nott'ham Forest,eng Premier League,26-262,1997,11.4,2.54,2.55,1.84,0.00,0.18,0.00,0.35,0.18,0.53,0.53,0.44,0.00,0.09,0.00,0.00,0.00,https://fbref.com/en/players/e5478b87/Taiwo-Awoniyi,e5478b87,Big 5 combined
161,André Ayew,GHA,FW,Le Havre,fr Ligue 1,34-135,1989,9.3,2.26,2.26,1.40,0.00,0.54,0.11,0.00,0.22,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/5dbefa9d/Andre-Ayew,5dbefa9d,Big 5 combined
162,Jordan Ayew,GHA,"FW,MF",Crystal Palace,eng Premier League,32-232,1991,28.2,2.52,2.52,1.42,0.14,0.18,0.25,0.43,0.11,0.43,0.43,0.35,0.00,0.04,0.00,0.04,0.00,https://fbref.com/en/players/da052c14/Jordan-Ayew,da052c14,Big 5 combined
163,Neil El Aynaoui,FRA,MF,Lens,fr Ligue 1,22-303,2001,17.4,1.44,1.44,1.15,0.00,0.00,0.06,0.17,0.06,0.17,0.17,0.11,0.00,0.00,0.00,0.06,0.00,https://fbref.com/en/players/17e1261b/Neil-El-Aynaoui,17e1261b,Big 5 combined
164,Sardar Azmoun,IRN,"FW,MF",Roma,it Serie A,29-120,1995,6.0,2.67,2.69,1.33,0.00,0.17,0.83,0.33,0.00,0.83,0.84,0.17,0.00,0.00,0.33,0.33,0.00,https://fbref.com/en/players/10549b49/Sardar-Azmoun,10549b49,Big 5 combined
165,César Azpilicueta,ESP,DF,Atlético Madrid,es La Liga,34-246,1989,11.7,1.88,1.87,1.71,0.17,0.00,0.00,0.00,0.00,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/53cad200/Cesar-Azpilicueta,53cad200,Big 5 combined
166,Paulo Azzi,BRA,"DF,MF",Cagliari,it Serie A,29-290,1994,10.0,2.20,2.20,1.70,0.00,0.20,0.20,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/967ac202/Paulo-Azzi,967ac202,Big 5 combined
167,Oussama El Azzouzi,MAR,MF,Bologna,it Serie A,22-337,2001,4.7,1.70,1.70,1.28,0.21,0.00,0.00,0.21,0.00,0.64,0.64,0.64,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/85f476cc/Oussama-El-Azzouzi,85f476cc,Big 5 combined
168,Abdellah Baallal,MAR,MF,Clermont Foot,fr Ligue 1,19-175,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,https://fbref.com/en/players/972183e0/Abdellah-Baallal,972183e0,Big 5 combined
169,Iddrisu Baba,GHA,MF,Almería,es La Liga,28-099,1996,15.8,1.14,1.14,0.89,0.00,0.00,0.06,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/bfd381b3/Iddrisu-Baba,bfd381b3,Big 5 combined
170,Srđan Babić,SRB,DF,Almería,es La Liga,28-008,1996,1.0,3.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/075fe5a3/Srdjan-Babic,075fe5a3,Big 5 combined
171,Shavy Babicka,GAB,"FW,MF",Toulouse,fr Ligue 1,23-334,2000,3.8,2.11,2.12,1.58,0.00,0.00,0.53,0.00,0.00,0.53,0.53,0.53,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c6f0d5d4/Shavy-Babicka,c6f0d5d4,Big 5 combined
172,Aliou Badara Baldé,SEN,"FW,DF",Nice,fr Ligue 1,21-140,2002,0.7,7.14,6.82,2.86,0.00,2.86,0.00,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/7362a6f2/Aliou-Badara-Balde,7362a6f2,Big 5 combined
173,Loïc Bade,FRA,DF,Sevilla,es La Liga,24-019,2000,21.4,0.84,0.84,0.75,0.00,0.00,0.05,0.00,0.05,0.19,0.19,0.14,0.00,0.00,0.05,0.00,0.00,https://fbref.com/en/players/114bbdee/Loic-Bade,114bbdee,Big 5 combined
174,Milan Badelj,CRO,MF,Genoa,it Serie A,35-065,1989,24.7,2.15,2.14,1.90,0.04,0.04,0.08,0.08,0.00,0.40,0.40,0.32,0.00,0.04,0.04,0.00,0.00,https://fbref.com/en/players/e8c930bb/Milan-Badelj,e8c930bb,Big 5 combined
175,Matthias Bader,GER,"DF,MF",Darmstadt 98,de Bundesliga,26-318,1997,19.0,2.42,2.42,1.89,0.11,0.05,0.16,0.11,0.11,0.21,0.21,0.16,0.00,0.00,0.00,0.00,0.05,https://fbref.com/en/players/3489184e/Matthias-Bader,3489184e,Big 5 combined
176,Benoît Badiashile,FRA,DF,Chelsea,eng Premier League,23-035,2001,10.2,1.86,1.86,1.47,0.00,0.00,0.10,0.10,0.20,0.29,0.29,0.29,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/06df8256/Benoit-Badiashile,06df8256,Big 5 combined
177,Alex Baena,ESP,"MF,FW",Villarreal,es La Liga,22-285,2001,25.0,5.44,5.44,3.28,1.20,0.40,0.36,0.08,0.12,0.80,0.80,0.48,0.20,0.00,0.08,0.00,0.04,https://fbref.com/en/players/518f2234/Alex-Baena,518f2234,Big 5 combined
178,Jaime Báez,URU,"FW,MF",Frosinone,it Serie A,29-005,1995,5.5,2.91,2.89,1.27,1.09,0.18,0.00,0.36,0.00,0.36,0.36,0.18,0.00,0.00,0.00,0.18,0.00,https://fbref.com/en/players/dfd24c07/Jaime-Baez,dfd24c07,Big 5 combined
179,Leon Bailey,JAM,"MF,FW",Aston Villa,eng Premier League,26-265,1997,21.0,4.33,4.34,3.14,0.33,0.38,0.33,0.10,0.05,0.52,0.52,0.33,0.05,0.05,0.10,0.00,0.00,https://fbref.com/en/players/3a233281/Leon-Bailey,3a233281,Big 5 combined
180,Eric Bailly,CIV,DF,Villarreal,es La Liga,30-018,1994,6.3,0.32,0.32,0.16,0.00,0.16,0.00,0.00,0.00,0.16,0.16,0.16,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a1232f4e/Eric-Bailly,a1232f4e,Big 5 combined
181,Nedim Bajrami,ALB,"MF,FW",Sassuolo,it Serie A,25-062,1999,14.3,3.50,3.50,2.10,0.70,0.21,0.35,0.07,0.07,0.42,0.42,0.28,0.07,0.00,0.07,0.00,0.00,https://fbref.com/en/players/f42d6c13/Nedim-Bajrami,f42d6c13,Big 5 combined
